year,name,firstname,lastname,position,weight
1999,Brandon Southward,Brandon,Southward,ILB,242
1999,Creig Spann,Creig,Spann,WR,191
1999,Cameron Spikes,Cameron,Spikes,OG,314
1999,Derrick Spiller,Derrick,Spiller,TE,241
1999,Donnie Spragan,Donnie,Spragan,OLB,236
1999,Marcus Spriggs,Marcus,Spriggs,DT,297
1999,Mike Stanec,Mike,Stanec,ILB,241
1999,Aaron Stecker,Aaron,Stecker,RB,210
1999,LC Stevens,LC,Stevens,WR,215
1999,Derik Stevenson,Derik,Stevenson,OLB,235
1999,Gary Stills,Gary,Stills,OLB,238
1999,Matt Stinchcomb,Matt,Stinchcomb,OT,306
1999,Brandon Stokley,Brandon,Stokley,WR,197
1999,Tai Streets,Tai,Streets,WR,194
1999,Justin Swift,Justin,Swift,TE,258
1999,Sam Sword,Sam,Sword,ILB,242
1999,John Tait,John,Tait,OT,310
1999,Pene Talamaivao,Pene,Talamaivao,DT,301
1999,Ty Talton,Ty,Talton,CB,202
1999,Jesse Tarplin,Jesse,Tarplin,DE,251
1999,Chris Terry,Chris,Terry,OT,291
1999,Corey Terry,Corey,Terry,DE,254
1999,Myron Terry,Myron,Terry,FS,203
1999,Eric Thigpen,Eric,Thigpen,FS,198
1999,Randy Thomas,Randy,Thomas,OG,306
1999,Derrius Thompson,Derrius,Thompson,WR,211
1999,Ricky Thompson,Ricky,Thompson,FS,181
1999,John Thornton,John,Thornton,DT,299
1999,Rex Tucker,Rex,Tucker,OT,303
1999,Jerame Tuman,Jerame,Tuman,TE,248
1999,Brian Uhl,Brian,Uhl,OC,294
1999,Dimitrius Underwood,Dimitrius,Underwood,DE,281
1999,Michael Vaughn,Michael,Vaughn,WR,212
1999,Fred Vinson,Fred,Vinson,CB,177
1999,Brad Ware,Brad,Ware,FS,207
1999,Damon Washington,Damon,Washington,RB,200
1999,Marcus Washington,Marcus,Washington,FS,219
1999,Brian Waters,Brian,Waters,TE,281
1999,Chris Watson,Chris,Watson,CB,191
1999,Andre Weathers,Andre,Weathers,CB,189
1999,Alton Weaver,Alton,Weaver,DE,296
1999,Jed Weaver,Jed,Weaver,TE,246
1999,Floyd Wedderburn,Floyd,Wedderburn,OT,334
1999,John Welbourn,John,Welbourn,OT,317
1999,Joe Wesley,Joe,Wesley,ILB,229
1999,Devin West,Devin,West,RB,229
1999,Chris White,Chris,White,DT,282
1999,Ted White,Ted,White,QB,226
1999,Aaron Williams,Aaron,Williams,DE,253
1999,Clarence Williams,Clarence,Williams,RB,202
1999,Gerald Williams,Gerald,Williams,WR,207
1999,Parc Williams,Parc,Williams,OLB,239
1999,Ricky Williams,Ricky,Williams,RB,244
1999,Al Wilson,Al,Wilson,ILB,239
1999,Jason Wiltz,Jason,Wiltz,DT,308
1999,Antoine Winfield,Antoine,Winfield,CB,176
1999,Brad Winn,Brad,Winn,OG,339
1999,Jerry Wisne,Jerry,Wisne,OG,306
1999,Joe Wong,Joe,Wong,OT,314
1999,Damien Woody,Damien,Woody,OC,328
1999,Mark Word,Mark,Word,OLB,258
1999,Anthony Wright,Anthony,Wright,QB,195
1999,Daren Yancey,Daren,Yancey,DT,303
1999,Craig Yeast,Craig,Yeast,WR,164
1999,Ryan Young,Ryan,Young,OT,335
1999,Peppi Zellner,Peppi,Zellner,DE,246
1999,Amos Zereoue,Amos,Zereoue,RB,203
